,Team Name,Indicator Name,Year,Value,Team,year,SRS Rank,Division,Conference,League Win Ratio,Regular Season Rank,Final Rank,Age,Wins,Losses,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,oeFG%,oTOV%,oORB%,oFT/FGA,deFG%,dTOV%,dDRB%,dFT/FGA,Arena,Attendance,Primary Color,Secondary Color
0,Cleveland Cavaliers,SRS Rank,2010,2,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
1,Cleveland Cavaliers,Division,2010,East,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
2,Cleveland Cavaliers,Conference,2010,Central,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
3,Cleveland Cavaliers,League Win Ratio,2010,0.744,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
4,Cleveland Cavaliers,Regular Season Rank,2010,1,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
5,Cleveland Cavaliers,Final Rank,2010,5,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
6,Cleveland Cavaliers,Age,2010,28,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
7,Cleveland Cavaliers,Wins,2010,61,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
8,Cleveland Cavaliers,Losses,2010,21,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
9,Cleveland Cavaliers,PW,2010,59,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
10,Cleveland Cavaliers,PL,2010,23,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
11,Cleveland Cavaliers,MOV,2010,6.52,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
12,Cleveland Cavaliers,SOS,2010,-0.36,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
13,Cleveland Cavaliers,SRS,2010,6.17,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
14,Cleveland Cavaliers,ORtg,2010,111.2,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
15,Cleveland Cavaliers,DRtg,2010,104.1,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
16,Cleveland Cavaliers,Pace,2010,91.4,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
17,Cleveland Cavaliers,FTr,2010,0.341,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
18,Cleveland Cavaliers,3PAr,2010,0.248,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
19,Cleveland Cavaliers,TS%,2010,0.57,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
20,Cleveland Cavaliers,oeFG%,2010,0.532,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
21,Cleveland Cavaliers,oTOV%,2010,13.4,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
22,Cleveland Cavaliers,oORB%,2010,25.1,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
23,Cleveland Cavaliers,oFT/FGA,2010,0.246,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
24,Cleveland Cavaliers,deFG%,2010,0.482,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
25,Cleveland Cavaliers,dTOV%,2010,12.3,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
26,Cleveland Cavaliers,dDRB%,2010,77.2,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
27,Cleveland Cavaliers,dFT/FGA,2010,0.218,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
28,Cleveland Cavaliers,Arena,2010,Quicken Loans Arena,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
29,Cleveland Cavaliers,Attendance,2010,843042,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
30,Cleveland Cavaliers,Primary Color,2010,#860038,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
31,Cleveland Cavaliers,Secondary Color,2010,#002B60,Cleveland Cavaliers,2010,2,East,Central,0.744,1,5,28,61,21,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042,#860038,#002B60
32,Orlando Magic,SRS Rank,2010,1,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
33,Orlando Magic,Division,2010,East,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
34,Orlando Magic,Conference,2010,Southeast,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
35,Orlando Magic,League Win Ratio,2010,0.72,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
36,Orlando Magic,Regular Season Rank,2010,2,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
37,Orlando Magic,Final Rank,2010,3,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
38,Orlando Magic,Age,2010,27.9,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
39,Orlando Magic,Wins,2010,59,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
40,Orlando Magic,Losses,2010,23,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
41,Orlando Magic,PW,2010,61,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
42,Orlando Magic,PL,2010,21,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
43,Orlando Magic,MOV,2010,7.49,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
44,Orlando Magic,SOS,2010,-0.37,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
45,Orlando Magic,SRS,2010,7.12,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
46,Orlando Magic,ORtg,2010,111.4,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
47,Orlando Magic,DRtg,2010,103.3,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
48,Orlando Magic,Pace,2010,92,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
49,Orlando Magic,FTr,2010,0.34,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
50,Orlando Magic,3PAr,2010,0.35,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
51,Orlando Magic,TS%,2010,0.573,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
52,Orlando Magic,oeFG%,2010,0.536,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
53,Orlando Magic,oTOV%,2010,13.6,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
54,Orlando Magic,oORB%,2010,24.6,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
55,Orlando Magic,oFT/FGA,2010,0.246,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
56,Orlando Magic,deFG%,2010,0.477,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
57,Orlando Magic,dTOV%,2010,12.2,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
58,Orlando Magic,dDRB%,2010,77.4,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
59,Orlando Magic,dFT/FGA,2010,0.205,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
60,Orlando Magic,Arena,2010,Amway Arena,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
61,Orlando Magic,Attendance,2010,715901,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
62,Orlando Magic,Primary Color,2010,#0075BD,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
63,Orlando Magic,Secondary Color,2010,#C6CDD3,Orlando Magic,2010,1,East,Southeast,0.72,2,3,27.9,59,23,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901,#0075BD,#C6CDD3
64,Los Angeles Lakers,SRS Rank,2010,5,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
65,Los Angeles Lakers,Division,2010,West,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
66,Los Angeles Lakers,Conference,2010,Pacific,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
67,Los Angeles Lakers,League Win Ratio,2010,0.695,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
68,Los Angeles Lakers,Regular Season Rank,2010,3,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
69,Los Angeles Lakers,Final Rank,2010,1,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
70,Los Angeles Lakers,Age,2010,28.4,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
71,Los Angeles Lakers,Wins,2010,57,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
72,Los Angeles Lakers,Losses,2010,25,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
73,Los Angeles Lakers,PW,2010,54,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
74,Los Angeles Lakers,PL,2010,28,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
75,Los Angeles Lakers,MOV,2010,4.72,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
76,Los Angeles Lakers,SOS,2010,0.06,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
77,Los Angeles Lakers,SRS,2010,4.78,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
78,Los Angeles Lakers,ORtg,2010,108.8,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
79,Los Angeles Lakers,DRtg,2010,103.7,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
80,Los Angeles Lakers,Pace,2010,92.8,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
81,Los Angeles Lakers,FTr,2010,0.289,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
82,Los Angeles Lakers,3PAr,2010,0.227,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
83,Los Angeles Lakers,TS%,2010,0.538,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
84,Los Angeles Lakers,oeFG%,2010,0.496,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
85,Los Angeles Lakers,oTOV%,2010,12.4,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
86,Los Angeles Lakers,oORB%,2010,27.6,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
87,Los Angeles Lakers,oFT/FGA,2010,0.221,Los Angeles Lakers,2010,5,West,Pacific,0.695,3,1,28.4,57,25,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877,#FDB827,#542583
