,Team,Indicator Name,Year,Value
0,Cleveland Cavaliers,Rk,2010,2
1,Cleveland Cavaliers,Division,2010,East
2,Cleveland Cavaliers,Conference,2010,Central
3,Cleveland Cavaliers,League Win Ratio,2010,0.744
4,Cleveland Cavaliers,League Rank,2010,1
5,Cleveland Cavaliers,Final Rank,2010,5
6,Cleveland Cavaliers,Age,2010,28
7,Cleveland Cavaliers,W,2010,61
8,Cleveland Cavaliers,L,2010,21
9,Cleveland Cavaliers,PW,2010,59
10,Cleveland Cavaliers,PL,2010,23
11,Cleveland Cavaliers,MOV,2010,6.52
12,Cleveland Cavaliers,SOS,2010,-0.36
13,Cleveland Cavaliers,SRS,2010,6.17
14,Cleveland Cavaliers,ORtg,2010,111.2
15,Cleveland Cavaliers,DRtg,2010,104.1
16,Cleveland Cavaliers,Pace,2010,91.4
17,Cleveland Cavaliers,FTr,2010,0.341
18,Cleveland Cavaliers,3PAr,2010,0.248
19,Cleveland Cavaliers,TS%,2010,0.57
20,Cleveland Cavaliers,eFG%,2010,0.532
21,Cleveland Cavaliers,TOV%,2010,13.4
22,Cleveland Cavaliers,ORB%,2010,25.1
23,Cleveland Cavaliers,FT/FGA,2010,0.246
24,Cleveland Cavaliers,eFG%,2010,0.482
25,Cleveland Cavaliers,TOV%,2010,12.3
26,Cleveland Cavaliers,DRB%,2010,77.2
27,Cleveland Cavaliers,FT/FGA,2010,0.218
28,Cleveland Cavaliers,Arena,2010,Quicken Loans Arena
29,Cleveland Cavaliers,Attendance,2010,843042
30,Cleveland Cavaliers,Primary Color,2010,#860038
31,Cleveland Cavaliers,Secondary Color,2010,#002B60
32,Orlando Magic,Rk,2010,1
33,Orlando Magic,Division,2010,East
34,Orlando Magic,Conference,2010,Southeast
35,Orlando Magic,League Win Ratio,2010,0.72
36,Orlando Magic,League Rank,2010,2
37,Orlando Magic,Final Rank,2010,3
38,Orlando Magic,Age,2010,27.9
39,Orlando Magic,W,2010,59
40,Orlando Magic,L,2010,23
41,Orlando Magic,PW,2010,61
42,Orlando Magic,PL,2010,21
43,Orlando Magic,MOV,2010,7.49
44,Orlando Magic,SOS,2010,-0.37
45,Orlando Magic,SRS,2010,7.12
46,Orlando Magic,ORtg,2010,111.4
47,Orlando Magic,DRtg,2010,103.3
48,Orlando Magic,Pace,2010,92
49,Orlando Magic,FTr,2010,0.34
50,Orlando Magic,3PAr,2010,0.35
51,Orlando Magic,TS%,2010,0.573
52,Orlando Magic,eFG%,2010,0.536
53,Orlando Magic,TOV%,2010,13.6
54,Orlando Magic,ORB%,2010,24.6
55,Orlando Magic,FT/FGA,2010,0.246
56,Orlando Magic,eFG%,2010,0.477
57,Orlando Magic,TOV%,2010,12.2
58,Orlando Magic,DRB%,2010,77.4
59,Orlando Magic,FT/FGA,2010,0.205
60,Orlando Magic,Arena,2010,Amway Arena
61,Orlando Magic,Attendance,2010,715901
62,Orlando Magic,Primary Color,2010,#0075BD
63,Orlando Magic,Secondary Color,2010,#C6CDD3
64,Los Angeles Lakers,Rk,2010,5
65,Los Angeles Lakers,Division,2010,West
66,Los Angeles Lakers,Conference,2010,Pacific
67,Los Angeles Lakers,League Win Ratio,2010,0.695
68,Los Angeles Lakers,League Rank,2010,3
69,Los Angeles Lakers,Final Rank,2010,1
70,Los Angeles Lakers,Age,2010,28.4
71,Los Angeles Lakers,W,2010,57
72,Los Angeles Lakers,L,2010,25
73,Los Angeles Lakers,PW,2010,54
74,Los Angeles Lakers,PL,2010,28
75,Los Angeles Lakers,MOV,2010,4.72
76,Los Angeles Lakers,SOS,2010,0.06
77,Los Angeles Lakers,SRS,2010,4.78
78,Los Angeles Lakers,ORtg,2010,108.8
79,Los Angeles Lakers,DRtg,2010,103.7
80,Los Angeles Lakers,Pace,2010,92.8
81,Los Angeles Lakers,FTr,2010,0.289
82,Los Angeles Lakers,3PAr,2010,0.227
83,Los Angeles Lakers,TS%,2010,0.538
84,Los Angeles Lakers,eFG%,2010,0.496
85,Los Angeles Lakers,TOV%,2010,12.4
86,Los Angeles Lakers,ORB%,2010,27.6
87,Los Angeles Lakers,FT/FGA,2010,0.221
88,Los Angeles Lakers,eFG%,2010,0.484
89,Los Angeles Lakers,TOV%,2010,13.2
90,Los Angeles Lakers,DRB%,2010,74.4
91,Los Angeles Lakers,FT/FGA,2010,0.195
92,Los Angeles Lakers,Arena,2010,STAPLES Center
93,Los Angeles Lakers,Attendance,2010,778877
94,Los Angeles Lakers,Primary Color,2010,#FDB827
95,Los Angeles Lakers,Secondary Color,2010,#542583
96,Dallas Mavericks,Rk,2010,12
97,Dallas Mavericks,Division,2010,West
98,Dallas Mavericks,Conference,2010,Southwest
99,Dallas Mavericks,League Win Ratio,2010,0.671
100,Dallas Mavericks,League Rank,2010,4
101,Dallas Mavericks,Final Rank,2010,9
102,Dallas Mavericks,Age,2010,30.7
103,Dallas Mavericks,W,2010,55
104,Dallas Mavericks,L,2010,27
105,Dallas Mavericks,PW,2010,49
106,Dallas Mavericks,PL,2010,33
107,Dallas Mavericks,MOV,2010,2.72
108,Dallas Mavericks,SOS,2010,-0.06
109,Dallas Mavericks,SRS,2010,2.66
110,Dallas Mavericks,ORtg,2010,109.2
111,Dallas Mavericks,DRtg,2010,106.3
112,Dallas Mavericks,Pace,2010,92.5
113,Dallas Mavericks,FTr,2010,0.277
114,Dallas Mavericks,3PAr,2010,0.222
115,Dallas Mavericks,TS%,2010,0.552
116,Dallas Mavericks,eFG%,2010,0.506
117,Dallas Mavericks,TOV%,2010,12.3
118,Dallas Mavericks,ORB%,2010,24.3
119,Dallas Mavericks,FT/FGA,2010,0.226
120,Dallas Mavericks,eFG%,2010,0.495
121,Dallas Mavericks,TOV%,2010,13.6
122,Dallas Mavericks,DRB%,2010,73.7
123,Dallas Mavericks,FT/FGA,2010,0.206
124,Dallas Mavericks,Arena,2010,American Airlines Center
125,Dallas Mavericks,Attendance,2010,819770
126,Dallas Mavericks,Primary Color,2010,#1061AC
127,Dallas Mavericks,Secondary Color,2010,#C4CED4
128,Phoenix Suns,Rk,2010,6
129,Phoenix Suns,Division,2010,West
130,Phoenix Suns,Conference,2010,Pacific
131,Phoenix Suns,League Win Ratio,2010,0.659
132,Phoenix Suns,League Rank,2010,5
133,Phoenix Suns,Final Rank,2010,4
134,Phoenix Suns,Age,2010,28.5
135,Phoenix Suns,W,2010,54
136,Phoenix Suns,L,2010,28
137,Phoenix Suns,PW,2010,54
138,Phoenix Suns,PL,2010,28
139,Phoenix Suns,MOV,2010,4.9
140,Phoenix Suns,SOS,2010,-0.23
141,Phoenix Suns,SRS,2010,4.67
142,Phoenix Suns,ORtg,2010,115.3
143,Phoenix Suns,DRtg,2010,110.2
144,Phoenix Suns,Pace,2010,95.3
145,Phoenix Suns,FTr,2010,0.312
146,Phoenix Suns,3PAr,2010,0.261
147,Phoenix Suns,TS%,2010,0.585
148,Phoenix Suns,eFG%,2010,0.546
149,Phoenix Suns,TOV%,2010,13.6
150,Phoenix Suns,ORB%,2010,27.6
151,Phoenix Suns,FT/FGA,2010,0.24
152,Phoenix Suns,eFG%,2010,0.491
153,Phoenix Suns,TOV%,2010,11.6
154,Phoenix Suns,DRB%,2010,70.8
155,Phoenix Suns,FT/FGA,2010,0.224
156,Phoenix Suns,Arena,2010,US Airways Center
157,Phoenix Suns,Attendance,2010,723582
158,Phoenix Suns,Primary Color,2010,#27235C
159,Phoenix Suns,Secondary Color,2010,#FAA120
160,Denver Nuggets,Rk,2010,8
161,Denver Nuggets,Division,2010,West
162,Denver Nuggets,Conference,2010,Northwest
163,Denver Nuggets,League Win Ratio,2010,0.646
164,Denver Nuggets,League Rank,2010,6
165,Denver Nuggets,Final Rank,2010,10
166,Denver Nuggets,Age,2010,27.7
167,Denver Nuggets,W,2010,53
168,Denver Nuggets,L,2010,29
169,Denver Nuggets,PW,2010,52
170,Denver Nuggets,PL,2010,30
171,Denver Nuggets,MOV,2010,4.09
172,Denver Nuggets,SOS,2010,0.06
173,Denver Nuggets,SRS,2010,4.15
174,Denver Nuggets,ORtg,2010,111.8
175,Denver Nuggets,DRtg,2010,107.5
176,Denver Nuggets,Pace,2010,94.8
177,Denver Nuggets,FTr,2010,0.376
178,Denver Nuggets,3PAr,2010,0.227
179,Denver Nuggets,TS%,2010,0.561
180,Denver Nuggets,eFG%,2010,0.509
181,Denver Nuggets,TOV%,2010,12.7
182,Denver Nuggets,ORB%,2010,26.1
183,Denver Nuggets,FT/FGA,2010,0.29
184,Denver Nuggets,eFG%,2010,0.495
185,Denver Nuggets,TOV%,2010,13.8
186,Denver Nuggets,DRB%,2010,72.4
187,Denver Nuggets,FT/FGA,2010,0.251
188,Denver Nuggets,Arena,2010,Pepsi Center
189,Denver Nuggets,Attendance,2010,737301
190,Denver Nuggets,Primary Color,2010,#FDB827
191,Denver Nuggets,Secondary Color,2010,#4B90CD
192,Atlanta Hawks,Rk,2010,7
193,Atlanta Hawks,Division,2010,East
194,Atlanta Hawks,Conference,2010,Southeast
195,Atlanta Hawks,League Win Ratio,2010,0.646
196,Atlanta Hawks,League Rank,2010,7
197,Atlanta Hawks,Final Rank,2010,7
198,Atlanta Hawks,Age,2010,26.5
199,Atlanta Hawks,W,2010,53
200,Atlanta Hawks,L,2010,29
201,Atlanta Hawks,PW,2010,54
202,Atlanta Hawks,PL,2010,28
203,Atlanta Hawks,MOV,2010,4.66
204,Atlanta Hawks,SOS,2010,-0.22
205,Atlanta Hawks,SRS,2010,4.44
206,Atlanta Hawks,ORtg,2010,111.9
207,Atlanta Hawks,DRtg,2010,106.7
208,Atlanta Hawks,Pace,2010,90.1
209,Atlanta Hawks,FTr,2010,0.281
210,Atlanta Hawks,3PAr,2010,0.214
211,Atlanta Hawks,TS%,2010,0.545
212,Atlanta Hawks,eFG%,2010,0.506
213,Atlanta Hawks,TOV%,2010,11.4
214,Atlanta Hawks,ORB%,2010,28.2
215,Atlanta Hawks,FT/FGA,2010,0.213
216,Atlanta Hawks,eFG%,2010,0.496
217,Atlanta Hawks,TOV%,2010,13.2
218,Atlanta Hawks,DRB%,2010,72.7
219,Atlanta Hawks,FT/FGA,2010,0.208
220,Atlanta Hawks,Arena,2010,Philips Arena
221,Atlanta Hawks,Attendance,2010,678375
222,Atlanta Hawks,Primary Color,2010,#CC092F
223,Atlanta Hawks,Secondary Color,2010,#FFFFFF
224,Utah Jazz,Rk,2010,3
225,Utah Jazz,Division,2010,West
226,Utah Jazz,Conference,2010,Northwest
227,Utah Jazz,League Win Ratio,2010,0.646
228,Utah Jazz,League Rank,2010,8
229,Utah Jazz,Final Rank,2010,6
230,Utah Jazz,Age,2010,25.6
231,Utah Jazz,W,2010,53
232,Utah Jazz,L,2010,29
233,Utah Jazz,PW,2010,55
234,Utah Jazz,PL,2010,27
235,Utah Jazz,MOV,2010,5.34
236,Utah Jazz,SOS,2010,-0.01
237,Utah Jazz,SRS,2010,5.33
238,Utah Jazz,ORtg,2010,110.7
239,Utah Jazz,DRtg,2010,105
240,Utah Jazz,Pace,2010,93.8
241,Utah Jazz,FTr,2010,0.34
242,Utah Jazz,3PAr,2010,0.184
243,Utah Jazz,TS%,2010,0.565
244,Utah Jazz,eFG%,2010,0.524
245,Utah Jazz,TOV%,2010,14.2
246,Utah Jazz,ORB%,2010,26.8
247,Utah Jazz,FT/FGA,2010,0.252
248,Utah Jazz,eFG%,2010,0.492
249,Utah Jazz,TOV%,2010,14.2
250,Utah Jazz,DRB%,2010,75.6
251,Utah Jazz,FT/FGA,2010,0.269
252,Utah Jazz,Arena,2010,EnergySolutions Arena
253,Utah Jazz,Attendance,2010,794512
254,Utah Jazz,Primary Color,2010,#0C2340
255,Utah Jazz,Secondary Color,2010,#F9A01B
256,Portland Trail Blazers,Rk,2010,11
257,Portland Trail Blazers,Division,2010,West
258,Portland Trail Blazers,Conference,2010,Northwest
259,Portland Trail Blazers,League Win Ratio,2010,0.61
260,Portland Trail Blazers,League Rank,2010,9
261,Portland Trail Blazers,Final Rank,2010,12
262,Portland Trail Blazers,Age,2010,26.6
263,Portland Trail Blazers,W,2010,50
264,Portland Trail Blazers,L,2010,32
265,Portland Trail Blazers,PW,2010,51
266,Portland Trail Blazers,PL,2010,31
267,Portland Trail Blazers,MOV,2010,3.3
268,Portland Trail Blazers,SOS,2010,-0.13
269,Portland Trail Blazers,SRS,2010,3.18
270,Portland Trail Blazers,ORtg,2010,110.8
271,Portland Trail Blazers,DRtg,2010,107.1
272,Portland Trail Blazers,Pace,2010,87.7
273,Portland Trail Blazers,FTr,2010,0.315
274,Portland Trail Blazers,3PAr,2010,0.215
275,Portland Trail Blazers,TS%,2010,0.547
276,Portland Trail Blazers,eFG%,2010,0.499
277,Portland Trail Blazers,TOV%,2010,12.1
278,Portland Trail Blazers,ORB%,2010,28.2
279,Portland Trail Blazers,FT/FGA,2010,0.249
280,Portland Trail Blazers,eFG%,2010,0.502
281,Portland Trail Blazers,TOV%,2010,13.3
282,Portland Trail Blazers,DRB%,2010,74.8
283,Portland Trail Blazers,FT/FGA,2010,0.219
284,Portland Trail Blazers,Arena,2010,Rose Garden Arena
285,Portland Trail Blazers,Attendance,2010,840371
286,Portland Trail Blazers,Primary Color,2010,#E13A3E
287,Portland Trail Blazers,Secondary Color,2010,#C4CED4
288,Oklahoma City Thunder,Rk,2010,9
289,Oklahoma City Thunder,Division,2010,West
290,Oklahoma City Thunder,Conference,2010,Northwest
291,Oklahoma City Thunder,League Win Ratio,2010,0.61
292,Oklahoma City Thunder,League Rank,2010,10
293,Oklahoma City Thunder,Final Rank,2010,11
294,Oklahoma City Thunder,Age,2010,23.2
295,Oklahoma City Thunder,W,2010,50
296,Oklahoma City Thunder,L,2010,32
297,Oklahoma City Thunder,PW,2010,51
298,Oklahoma City Thunder,PL,2010,31
299,Oklahoma City Thunder,MOV,2010,3.49
300,Oklahoma City Thunder,SOS,2010,0.06
301,Oklahoma City Thunder,SRS,2010,3.55
302,Oklahoma City Thunder,ORtg,2010,108.3
303,Oklahoma City Thunder,DRtg,2010,104.6
304,Oklahoma City Thunder,Pace,2010,93.1
305,Oklahoma City Thunder,FTr,2010,0.333
306,Oklahoma City Thunder,3PAr,2010,0.185
307,Oklahoma City Thunder,TS%,2010,0.547
308,Oklahoma City Thunder,eFG%,2010,0.494
309,Oklahoma City Thunder,TOV%,2010,13.9
310,Oklahoma City Thunder,ORB%,2010,28.6
311,Oklahoma City Thunder,FT/FGA,2010,0.268
312,Oklahoma City Thunder,eFG%,2010,0.483
313,Oklahoma City Thunder,TOV%,2010,14
314,Oklahoma City Thunder,DRB%,2010,73.6
315,Oklahoma City Thunder,FT/FGA,2010,0.229
316,Oklahoma City Thunder,Arena,2010,Oklahoma City Arena
317,Oklahoma City Thunder,Attendance,2010,738149
318,Oklahoma City Thunder,Primary Color,2010,#1E3160
319,Oklahoma City Thunder,Secondary Color,2010,#F05333
320,San Antonio Spurs,Rk,2010,4
321,San Antonio Spurs,Division,2010,West
322,San Antonio Spurs,Conference,2010,Southwest
323,San Antonio Spurs,League Win Ratio,2010,0.61
324,San Antonio Spurs,League Rank,2010,11
325,San Antonio Spurs,Final Rank,2010,8
326,San Antonio Spurs,Age,2010,28.7
327,San Antonio Spurs,W,2010,50
328,San Antonio Spurs,L,2010,32
329,San Antonio Spurs,PW,2010,55
330,San Antonio Spurs,PL,2010,27
331,San Antonio Spurs,MOV,2010,5.09
332,San Antonio Spurs,SOS,2010,-0.02
333,San Antonio Spurs,SRS,2010,5.07
334,San Antonio Spurs,ORtg,2010,110
335,San Antonio Spurs,DRtg,2010,104.5
336,San Antonio Spurs,Pace,2010,91.7
337,San Antonio Spurs,FTr,2010,0.296
338,San Antonio Spurs,3PAr,2010,0.232
339,San Antonio Spurs,TS%,2010,0.552
340,San Antonio Spurs,eFG%,2010,0.515
341,San Antonio Spurs,TOV%,2010,12.9
342,San Antonio Spurs,ORB%,2010,26.8
343,San Antonio Spurs,FT/FGA,2010,0.219
344,San Antonio Spurs,eFG%,2010,0.483
345,San Antonio Spurs,TOV%,2010,12.1
346,San Antonio Spurs,DRB%,2010,76.3
347,San Antonio Spurs,FT/FGA,2010,0.214
348,San Antonio Spurs,Arena,2010,AT&T Center
349,San Antonio Spurs,Attendance,2010,741676
350,San Antonio Spurs,Primary Color,2010,#84888B
351,San Antonio Spurs,Secondary Color,2010,#000000
352,Boston Celtics,Rk,2010,10
353,Boston Celtics,Division,2010,East
354,Boston Celtics,Conference,2010,Atlantic
355,Boston Celtics,League Win Ratio,2010,0.61
356,Boston Celtics,League Rank,2010,12
357,Boston Celtics,Final Rank,2010,2
358,Boston Celtics,Age,2010,29.4
359,Boston Celtics,W,2010,50
360,Boston Celtics,L,2010,32
361,Boston Celtics,PW,2010,52
362,Boston Celtics,PL,2010,30
363,Boston Celtics,MOV,2010,3.66
364,Boston Celtics,SOS,2010,-0.29
365,Boston Celtics,SRS,2010,3.37
366,Boston Celtics,ORtg,2010,107.7
367,Boston Celtics,DRtg,2010,103.8
368,Boston Celtics,Pace,2010,91.6
369,Boston Celtics,FTr,2010,0.332
370,Boston Celtics,3PAr,2010,0.228
371,Boston Celtics,TS%,2010,0.564
372,Boston Celtics,eFG%,2010,0.522
373,Boston Celtics,TOV%,2010,14.5
374,Boston Celtics,ORB%,2010,22.8
375,Boston Celtics,FT/FGA,2010,0.248
376,Boston Celtics,eFG%,2010,0.487
377,Boston Celtics,TOV%,2010,14.9
378,Boston Celtics,DRB%,2010,73.8
379,Boston Celtics,FT/FGA,2010,0.251
380,Boston Celtics,Arena,2010,TD Garden
381,Boston Celtics,Attendance,2010,763584
382,Boston Celtics,Primary Color,2010,#008853
383,Boston Celtics,Secondary Color,2010,#BC9A5C
384,Miami Heat,Rk,2010,13
385,Miami Heat,Division,2010,East
386,Miami Heat,Conference,2010,Southeast
387,Miami Heat,League Win Ratio,2010,0.573
388,Miami Heat,League Rank,2010,13
389,Miami Heat,Final Rank,2010,13
390,Miami Heat,Age,2010,27.1
391,Miami Heat,W,2010,47
392,Miami Heat,L,2010,35
393,Miami Heat,PW,2010,48
394,Miami Heat,PL,2010,34
395,Miami Heat,MOV,2010,2.28
396,Miami Heat,SOS,2010,-0.29
397,Miami Heat,SRS,2010,1.99
398,Miami Heat,ORtg,2010,106.6
399,Miami Heat,DRtg,2010,104.1
400,Miami Heat,Pace,2010,89.6
401,Miami Heat,FTr,2010,0.296
402,Miami Heat,3PAr,2010,0.219
403,Miami Heat,TS%,2010,0.537
404,Miami Heat,eFG%,2010,0.496
405,Miami Heat,TOV%,2010,12.8
406,Miami Heat,ORB%,2010,26.1
407,Miami Heat,FT/FGA,2010,0.223
408,Miami Heat,eFG%,2010,0.48
409,Miami Heat,TOV%,2010,13.9
410,Miami Heat,DRB%,2010,74.9
411,Miami Heat,FT/FGA,2010,0.246
412,Miami Heat,Arena,2010,AmericanAirlines Arena
413,Miami Heat,Attendance,2010,726935
414,Miami Heat,Primary Color,2010,#BF2F38
415,Miami Heat,Secondary Color,2010,#F59814
416,Milwaukee Bucks,Rk,2010,14
417,Milwaukee Bucks,Division,2010,East
418,Milwaukee Bucks,Conference,2010,Central
419,Milwaukee Bucks,League Win Ratio,2010,0.561
420,Milwaukee Bucks,League Rank,2010,14
421,Milwaukee Bucks,Final Rank,2010,14
422,Milwaukee Bucks,Age,2010,26.4
423,Milwaukee Bucks,W,2010,46
424,Milwaukee Bucks,L,2010,36
425,Milwaukee Bucks,PW,2010,46
426,Milwaukee Bucks,PL,2010,36
427,Milwaukee Bucks,MOV,2010,1.7
428,Milwaukee Bucks,SOS,2010,-0.32
429,Milwaukee Bucks,SRS,2010,1.37
430,Milwaukee Bucks,ORtg,2010,104.9
431,Milwaukee Bucks,DRtg,2010,103.1
432,Milwaukee Bucks,Pace,2010,91.7
433,Milwaukee Bucks,FTr,2010,0.239
434,Milwaukee Bucks,3PAr,2010,0.259
435,Milwaukee Bucks,TS%,2010,0.518
436,Milwaukee Bucks,eFG%,2010,0.482
437,Milwaukee Bucks,TOV%,2010,12.3
438,Milwaukee Bucks,ORB%,2010,26.2
439,Milwaukee Bucks,FT/FGA,2010,0.181
440,Milwaukee Bucks,eFG%,2010,0.486
441,Milwaukee Bucks,TOV%,2010,14.6
442,Milwaukee Bucks,DRB%,2010,76.4
443,Milwaukee Bucks,FT/FGA,2010,0.266
444,Milwaukee Bucks,Arena,2010,Bradley Center
445,Milwaukee Bucks,Attendance,2010,619453
446,Milwaukee Bucks,Primary Color,2010,#00461B
447,Milwaukee Bucks,Secondary Color,2010,#EFEBD2
448,Charlotte Bobcats,Rk,2010,15
449,Charlotte Bobcats,Division,2010,East
450,Charlotte Bobcats,Conference,2010,Southeast
451,Charlotte Bobcats,League Win Ratio,2010,0.537
452,Charlotte Bobcats,League Rank,2010,15
453,Charlotte Bobcats,Final Rank,2010,15
454,Charlotte Bobcats,Age,2010,27.4
455,Charlotte Bobcats,W,2010,44
456,Charlotte Bobcats,L,2010,38
457,Charlotte Bobcats,PW,2010,45
458,Charlotte Bobcats,PL,2010,37
459,Charlotte Bobcats,MOV,2010,1.46
460,Charlotte Bobcats,SOS,2010,-0.17
461,Charlotte Bobcats,SRS,2010,1.3
462,Charlotte Bobcats,ORtg,2010,104.4
463,Charlotte Bobcats,DRtg,2010,102.8
464,Charlotte Bobcats,Pace,2010,90.4
465,Charlotte Bobcats,FTr,2010,0.346
466,Charlotte Bobcats,3PAr,2010,0.211
467,Charlotte Bobcats,TS%,2010,0.538
468,Charlotte Bobcats,eFG%,2010,0.49
469,Charlotte Bobcats,TOV%,2010,15.1
470,Charlotte Bobcats,ORB%,2010,26.5
471,Charlotte Bobcats,FT/FGA,2010,0.26
472,Charlotte Bobcats,eFG%,2010,0.491
473,Charlotte Bobcats,TOV%,2010,14.7
474,Charlotte Bobcats,DRB%,2010,74.2
475,Charlotte Bobcats,FT/FGA,2010,0.194
476,Charlotte Bobcats,Arena,2010,Time Warner Cable Arena
477,Charlotte Bobcats,Attendance,2010,648520
478,Charlotte Bobcats,Primary Color,2010,#1D8CAB
479,Charlotte Bobcats,Secondary Color,2010,#1D0C65
480,Houston Rockets,Rk,2010,16
481,Houston Rockets,Division,2010,West
482,Houston Rockets,Conference,2010,Southwest
483,Houston Rockets,League Win Ratio,2010,0.512
484,Houston Rockets,League Rank,2010,16
485,Houston Rockets,Final Rank,2010,17
486,Houston Rockets,Age,2010,26
487,Houston Rockets,W,2010,42
488,Houston Rockets,L,2010,40
489,Houston Rockets,PW,2010,40
490,Houston Rockets,PL,2010,42
491,Houston Rockets,MOV,2010,-0.37
492,Houston Rockets,SOS,2010,0.35
493,Houston Rockets,SRS,2010,-0.02
494,Houston Rockets,ORtg,2010,107.6
495,Houston Rockets,DRtg,2010,108
496,Houston Rockets,Pace,2010,94
497,Houston Rockets,FTr,2010,0.292
498,Houston Rockets,3PAr,2010,0.265
499,Houston Rockets,TS%,2010,0.537
500,Houston Rockets,eFG%,2010,0.494
501,Houston Rockets,TOV%,2010,13.2
502,Houston Rockets,ORB%,2010,26.9
503,Houston Rockets,FT/FGA,2010,0.225
504,Houston Rockets,eFG%,2010,0.511
505,Houston Rockets,TOV%,2010,13.6
506,Houston Rockets,DRB%,2010,73.8
507,Houston Rockets,FT/FGA,2010,0.215
508,Houston Rockets,Arena,2010,Toyota Center
509,Houston Rockets,Attendance,2010,677658
510,Houston Rockets,Primary Color,2010,#D31145
511,Houston Rockets,Secondary Color,2010,#061922
512,Chicago Bulls,Rk,2010,18
513,Chicago Bulls,Division,2010,East
514,Chicago Bulls,Conference,2010,Central
515,Chicago Bulls,League Win Ratio,2010,0.5
516,Chicago Bulls,League Rank,2010,17
517,Chicago Bulls,Final Rank,2010,16
518,Chicago Bulls,Age,2010,26.2
519,Chicago Bulls,W,2010,41
520,Chicago Bulls,L,2010,41
521,Chicago Bulls,PW,2010,36
522,Chicago Bulls,PL,2010,46
523,Chicago Bulls,MOV,2010,-1.63
524,Chicago Bulls,SOS,2010,0
525,Chicago Bulls,SRS,2010,-1.64
526,Chicago Bulls,ORtg,2010,103.5
527,Chicago Bulls,DRtg,2010,105.3
528,Chicago Bulls,Pace,2010,93.1
529,Chicago Bulls,FTr,2010,0.287
530,Chicago Bulls,3PAr,2010,0.156
531,Chicago Bulls,TS%,2010,0.52
532,Chicago Bulls,eFG%,2010,0.477
533,Chicago Bulls,TOV%,2010,13.3
534,Chicago Bulls,ORB%,2010,26.6
535,Chicago Bulls,FT/FGA,2010,0.217
536,Chicago Bulls,eFG%,2010,0.484
537,Chicago Bulls,TOV%,2010,12.3
538,Chicago Bulls,DRB%,2010,74.8
539,Chicago Bulls,FT/FGA,2010,0.212
540,Chicago Bulls,Arena,2010,United Center
541,Chicago Bulls,Attendance,2010,849760
542,Chicago Bulls,Primary Color,2010,#BC032B
543,Chicago Bulls,Secondary Color,2010,#000000
544,Toronto Raptors,Rk,2010,19
545,Toronto Raptors,Division,2010,East
546,Toronto Raptors,Conference,2010,Atlantic
547,Toronto Raptors,League Win Ratio,2010,0.488
548,Toronto Raptors,League Rank,2010,18
549,Toronto Raptors,Final Rank,2010,19
550,Toronto Raptors,Age,2010,25.2
551,Toronto Raptors,W,2010,40
552,Toronto Raptors,L,2010,42
553,Toronto Raptors,PW,2010,36
554,Toronto Raptors,PL,2010,46
555,Toronto Raptors,MOV,2010,-1.78
556,Toronto Raptors,SOS,2010,-0.05
557,Toronto Raptors,SRS,2010,-1.83
558,Toronto Raptors,ORtg,2010,111.3
559,Toronto Raptors,DRtg,2010,113.2
560,Toronto Raptors,Pace,2010,93.1
561,Toronto Raptors,FTr,2010,0.319
562,Toronto Raptors,3PAr,2010,0.211
563,Toronto Raptors,TS%,2010,0.564
564,Toronto Raptors,eFG%,2010,0.521
565,Toronto Raptors,TOV%,2010,12.7
566,Toronto Raptors,ORB%,2010,24.7
567,Toronto Raptors,FT/FGA,2010,0.244
568,Toronto Raptors,eFG%,2010,0.513
569,Toronto Raptors,TOV%,2010,11.8
570,Toronto Raptors,DRB%,2010,72.9
571,Toronto Raptors,FT/FGA,2010,0.247
572,Toronto Raptors,Arena,2010,Air Canada Centre
573,Toronto Raptors,Attendance,2010,733784
574,Toronto Raptors,Primary Color,2010,#BE0F34
575,Toronto Raptors,Secondary Color,2010,#A8A9AB
576,Memphis Grizzlies,Rk,2010,17
577,Memphis Grizzlies,Division,2010,West
578,Memphis Grizzlies,Conference,2010,Southwest
579,Memphis Grizzlies,League Win Ratio,2010,0.488
580,Memphis Grizzlies,League Rank,2010,19
581,Memphis Grizzlies,Final Rank,2010,18
582,Memphis Grizzlies,Age,2010,24.1
583,Memphis Grizzlies,W,2010,40
584,Memphis Grizzlies,L,2010,42
585,Memphis Grizzlies,PW,2010,37
586,Memphis Grizzlies,PL,2010,45
587,Memphis Grizzlies,MOV,2010,-1.51
588,Memphis Grizzlies,SOS,2010,0.13
589,Memphis Grizzlies,SRS,2010,-1.39
590,Memphis Grizzlies,ORtg,2010,108.3
591,Memphis Grizzlies,DRtg,2010,109.9
592,Memphis Grizzlies,Pace,2010,93.6
593,Memphis Grizzlies,FTr,2010,0.32
594,Memphis Grizzlies,3PAr,2010,0.148
595,Memphis Grizzlies,TS%,2010,0.536
596,Memphis Grizzlies,eFG%,2010,0.494
597,Memphis Grizzlies,TOV%,2010,13.7
598,Memphis Grizzlies,ORB%,2010,31.3
599,Memphis Grizzlies,FT/FGA,2010,0.235
600,Memphis Grizzlies,eFG%,2010,0.52
601,Memphis Grizzlies,TOV%,2010,13.2
602,Memphis Grizzlies,DRB%,2010,73.3
603,Memphis Grizzlies,FT/FGA,2010,0.205
604,Memphis Grizzlies,Arena,2010,FedEx Forum
605,Memphis Grizzlies,Attendance,2010,552914
