,Team,Indicator Name,Year,Value
3892,Oklahoma City Thunder,eFG%,2014,0.52
3893,Oklahoma City Thunder,TOV%,2014,14
3894,Oklahoma City Thunder,ORB%,2014,26.5
3895,Oklahoma City Thunder,FT/FGA,2014,0.244
3896,Oklahoma City Thunder,eFG%,2014,0.488
3897,Oklahoma City Thunder,TOV%,2014,13.9
3898,Oklahoma City Thunder,DRB%,2014,75.6
3899,Oklahoma City Thunder,FT/FGA,2014,0.221
3900,Oklahoma City Thunder,Arena,2014,Chesapeake Energy Arena
3901,Oklahoma City Thunder,Attendance,2014,746323
3902,Oklahoma City Thunder,Primary Color,2014,#1E3160
3903,Oklahoma City Thunder,Secondary Color,2014,#F05333
3904,Los Angeles Clippers,Rk,2014,2
3905,Los Angeles Clippers,Division,2014,West
3906,Los Angeles Clippers,Conference,2014,Pacific
3907,Los Angeles Clippers,League Win Ratio,2014,0.695
3908,Los Angeles Clippers,League Rank,2014,3
3909,Los Angeles Clippers,Final Rank,2014,5
3910,Los Angeles Clippers,Age,2014,28.1
3911,Los Angeles Clippers,W,2014,57
3912,Los Angeles Clippers,L,2014,25
3913,Los Angeles Clippers,PW,2014,59
3914,Los Angeles Clippers,PL,2014,23
3915,Los Angeles Clippers,MOV,2014,6.98
3916,Los Angeles Clippers,SOS,2014,0.3
3917,Los Angeles Clippers,SRS,2014,7.27
3918,Los Angeles Clippers,ORtg,2014,112.1
3919,Los Angeles Clippers,DRtg,2014,104.8
3920,Los Angeles Clippers,Pace,2014,95.9
3921,Los Angeles Clippers,FTr,2014,0.353
3922,Los Angeles Clippers,3PAr,2014,0.291
3923,Los Angeles Clippers,TS%,2014,0.567
3924,Los Angeles Clippers,eFG%,2014,0.526
3925,Los Angeles Clippers,TOV%,2014,12.7
3926,Los Angeles Clippers,ORB%,2014,25
3927,Los Angeles Clippers,FT/FGA,2014,0.258
3928,Los Angeles Clippers,eFG%,2014,0.484
3929,Los Angeles Clippers,TOV%,2014,13.8
3930,Los Angeles Clippers,DRB%,2014,72.5
3931,Los Angeles Clippers,FT/FGA,2014,0.222
3932,Los Angeles Clippers,Arena,2014,STAPLES Center
3933,Los Angeles Clippers,Attendance,2014,787692
3934,Los Angeles Clippers,Primary Color,2014,#D81D47
3935,Los Angeles Clippers,Secondary Color,2014,#0061A1
3936,Indiana Pacers,Rk,2014,8
3937,Indiana Pacers,Division,2014,East
3938,Indiana Pacers,Conference,2014,Central
3939,Indiana Pacers,League Win Ratio,2014,0.683
3940,Indiana Pacers,League Rank,2014,4
3941,Indiana Pacers,Final Rank,2014,3
3942,Indiana Pacers,Age,2014,27.2
3943,Indiana Pacers,W,2014,56
3944,Indiana Pacers,L,2014,26
3945,Indiana Pacers,PW,2014,54
3946,Indiana Pacers,PL,2014,28
3947,Indiana Pacers,MOV,2014,4.4
3948,Indiana Pacers,SOS,2014,-0.77
3949,Indiana Pacers,SRS,2014,3.63
3950,Indiana Pacers,ORtg,2014,104.1
3951,Indiana Pacers,DRtg,2014,99.3
3952,Indiana Pacers,Pace,2014,92.5
3953,Indiana Pacers,FTr,2014,0.29
3954,Indiana Pacers,3PAr,2014,0.235
3955,Indiana Pacers,TS%,2014,0.535
3956,Indiana Pacers,eFG%,2014,0.49
3957,Indiana Pacers,TOV%,2014,14.3
3958,Indiana Pacers,ORB%,2014,24.9
3959,Indiana Pacers,FT/FGA,2014,0.226
3960,Indiana Pacers,eFG%,2014,0.46
3961,Indiana Pacers,TOV%,2014,12.9
3962,Indiana Pacers,DRB%,2014,76.8
3963,Indiana Pacers,FT/FGA,2014,0.197
3964,Indiana Pacers,Arena,2014,Bankers Life Fieldhouse
3965,Indiana Pacers,Attendance,2014,717542
3966,Indiana Pacers,Primary Color,2014,#002D62
3967,Indiana Pacers,Secondary Color,2014,#FFC526
3968,Houston Rockets,Rk,2014,5
3969,Houston Rockets,Division,2014,West
3970,Houston Rockets,Conference,2014,Southwest
3971,Houston Rockets,League Win Ratio,2014,0.659
3972,Houston Rockets,League Rank,2014,5
3973,Houston Rockets,Final Rank,2014,9
3974,Houston Rockets,Age,2014,25.4
3975,Houston Rockets,W,2014,54
3976,Houston Rockets,L,2014,28
3977,Houston Rockets,PW,2014,53
3978,Houston Rockets,PL,2014,29
3979,Houston Rockets,MOV,2014,4.56
3980,Houston Rockets,SOS,2014,0.5
3981,Houston Rockets,SRS,2014,5.06
3982,Houston Rockets,ORtg,2014,111
3983,Houston Rockets,DRtg,2014,106.3
3984,Houston Rockets,Pace,2014,96.3
3985,Houston Rockets,FTr,2014,0.386
3986,Houston Rockets,3PAr,2014,0.33
3987,Houston Rockets,TS%,2014,0.571
3988,Houston Rockets,eFG%,2014,0.531
3989,Houston Rockets,TOV%,2014,14.6
3990,Houston Rockets,ORB%,2014,27.4
3991,Houston Rockets,FT/FGA,2014,0.275
3992,Houston Rockets,eFG%,2014,0.489
3993,Houston Rockets,TOV%,2014,12.5
3994,Houston Rockets,DRB%,2014,74.1
3995,Houston Rockets,FT/FGA,2014,0.193
3996,Houston Rockets,Arena,2014,Toyota Center
3997,Houston Rockets,Attendance,2014,743082
3998,Houston Rockets,Primary Color,2014,#D31145
3999,Houston Rockets,Secondary Color,2014,#061922
4000,Portland Trail Blazers,Rk,2014,6
4001,Portland Trail Blazers,Division,2014,West
4002,Portland Trail Blazers,Conference,2014,Northwest
4003,Portland Trail Blazers,League Win Ratio,2014,0.659
4004,Portland Trail Blazers,League Rank,2014,6
4005,Portland Trail Blazers,Final Rank,2014,6
4006,Portland Trail Blazers,Age,2014,25.8
4007,Portland Trail Blazers,W,2014,54
4008,Portland Trail Blazers,L,2014,28
4009,Portland Trail Blazers,PW,2014,52
4010,Portland Trail Blazers,PL,2014,30
4011,Portland Trail Blazers,MOV,2014,3.99
4012,Portland Trail Blazers,SOS,2014,0.45
4013,Portland Trail Blazers,SRS,2014,4.44
4014,Portland Trail Blazers,ORtg,2014,111.5
4015,Portland Trail Blazers,DRtg,2014,107.4
4016,Portland Trail Blazers,Pace,2014,94.9
4017,Portland Trail Blazers,FTr,2014,0.27
4018,Portland Trail Blazers,3PAr,2014,0.29
4019,Portland Trail Blazers,TS%,2014,0.548
4020,Portland Trail Blazers,eFG%,2014,0.504
4021,Portland Trail Blazers,TOV%,2014,12.4
4022,Portland Trail Blazers,ORB%,2014,28
4023,Portland Trail Blazers,FT/FGA,2014,0.22
4024,Portland Trail Blazers,eFG%,2014,0.488
4025,Portland Trail Blazers,TOV%,2014,11
4026,Portland Trail Blazers,DRB%,2014,74.7
4027,Portland Trail Blazers,FT/FGA,2014,0.194
4028,Portland Trail Blazers,Arena,2014,Moda Center
4029,Portland Trail Blazers,Attendance,2014,809612
4030,Portland Trail Blazers,Primary Color,2014,#E13A3E
4031,Portland Trail Blazers,Secondary Color,2014,#C4CED4
4032,Miami Heat,Rk,2014,7
4033,Miami Heat,Division,2014,East
4034,Miami Heat,Conference,2014,Southeast
4035,Miami Heat,League Win Ratio,2014,0.659
4036,Miami Heat,League Rank,2014,7
4037,Miami Heat,Final Rank,2014,2
4038,Miami Heat,Age,2014,30.6
4039,Miami Heat,W,2014,54
4040,Miami Heat,L,2014,28
4041,Miami Heat,PW,2014,54
4042,Miami Heat,PL,2014,28
4043,Miami Heat,MOV,2014,4.76
4044,Miami Heat,SOS,2014,-0.61
4045,Miami Heat,SRS,2014,4.15
4046,Miami Heat,ORtg,2014,110.9
4047,Miami Heat,DRtg,2014,105.8
4048,Miami Heat,Pace,2014,91.2
4049,Miami Heat,FTr,2014,0.3
4050,Miami Heat,3PAr,2014,0.292
4051,Miami Heat,TS%,2014,0.59
4052,Miami Heat,eFG%,2014,0.554
4053,Miami Heat,TOV%,2014,14.6
4054,Miami Heat,ORB%,2014,20.6
4055,Miami Heat,FT/FGA,2014,0.228
4056,Miami Heat,eFG%,2014,0.511
4057,Miami Heat,TOV%,2014,15.8
4058,Miami Heat,DRB%,2014,73
4059,Miami Heat,FT/FGA,2014,0.212
4060,Miami Heat,Arena,2014,AmericanAirlines Arena
4061,Miami Heat,Attendance,2014,811036
4062,Miami Heat,Primary Color,2014,#BF2F38
4063,Miami Heat,Secondary Color,2014,#F59814
4064,Golden State Warriors,Rk,2014,4
4065,Golden State Warriors,Division,2014,West
4066,Golden State Warriors,Conference,2014,Pacific
4067,Golden State Warriors,League Win Ratio,2014,0.622
4068,Golden State Warriors,League Rank,2014,8
4069,Golden State Warriors,Final Rank,2014,10
4070,Golden State Warriors,Age,2014,26.3
4071,Golden State Warriors,W,2014,51
4072,Golden State Warriors,L,2014,31
4073,Golden State Warriors,PW,2014,54
4074,Golden State Warriors,PL,2014,28
4075,Golden State Warriors,MOV,2014,4.8
4076,Golden State Warriors,SOS,2014,0.34
4077,Golden State Warriors,SRS,2014,5.15
4078,Golden State Warriors,ORtg,2014,107.5
4079,Golden State Warriors,DRtg,2014,102.6
4080,Golden State Warriors,Pace,2014,96.2
4081,Golden State Warriors,FTr,2014,0.247
4082,Golden State Warriors,3PAr,2014,0.291
4083,Golden State Warriors,TS%,2014,0.55
4084,Golden State Warriors,eFG%,2014,0.517
4085,Golden State Warriors,TOV%,2014,13.8
4086,Golden State Warriors,ORB%,2014,25.1
4087,Golden State Warriors,FT/FGA,2014,0.186
4088,Golden State Warriors,eFG%,2014,0.477
4089,Golden State Warriors,TOV%,2014,13.6
4090,Golden State Warriors,DRB%,2014,76.3
4091,Golden State Warriors,FT/FGA,2014,0.224
4092,Golden State Warriors,Arena,2014,Oracle Arena
4093,Golden State Warriors,Attendance,2014,803436
4094,Golden State Warriors,Primary Color,2014,#006BB6
4095,Golden State Warriors,Secondary Color,2014,#FDB927
4096,Memphis Grizzlies,Rk,2014,13
4097,Memphis Grizzlies,Division,2014,West
4098,Memphis Grizzlies,Conference,2014,Southwest
4099,Memphis Grizzlies,League Win Ratio,2014,0.61
4100,Memphis Grizzlies,League Rank,2014,9
4101,Memphis Grizzlies,Final Rank,2014,11
4102,Memphis Grizzlies,Age,2014,28.5
4103,Memphis Grizzlies,W,2014,50
4104,Memphis Grizzlies,L,2014,32
4105,Memphis Grizzlies,PW,2014,46
4106,Memphis Grizzlies,PL,2014,36
4107,Memphis Grizzlies,MOV,2014,1.57
4108,Memphis Grizzlies,SOS,2014,0.61
4109,Memphis Grizzlies,SRS,2014,2.18
4110,Memphis Grizzlies,ORtg,2014,106.3
4111,Memphis Grizzlies,DRtg,2014,104.6
4112,Memphis Grizzlies,Pace,2014,89.9
4113,Memphis Grizzlies,FTr,2014,0.248
4114,Memphis Grizzlies,3PAr,2014,0.171
4115,Memphis Grizzlies,TS%,2014,0.529
4116,Memphis Grizzlies,eFG%,2014,0.494
4117,Memphis Grizzlies,TOV%,2014,13.1
4118,Memphis Grizzlies,ORB%,2014,28.3
4119,Memphis Grizzlies,FT/FGA,2014,0.184
4120,Memphis Grizzlies,eFG%,2014,0.497
4121,Memphis Grizzlies,TOV%,2014,13.8
4122,Memphis Grizzlies,DRB%,2014,75.7
4123,Memphis Grizzlies,FT/FGA,2014,0.199
4124,Memphis Grizzlies,Arena,2014,FedEx Forum
4125,Memphis Grizzlies,Attendance,2014,685458
4126,Memphis Grizzlies,Primary Color,2014,#23375B
4127,Memphis Grizzlies,Secondary Color,2014,#6189B9
4128,Dallas Mavericks,Rk,2014,11
4129,Dallas Mavericks,Division,2014,West
4130,Dallas Mavericks,Conference,2014,Southwest
4131,Dallas Mavericks,League Win Ratio,2014,0.598
4132,Dallas Mavericks,League Rank,2014,10
4133,Dallas Mavericks,Final Rank,2014,12
4134,Dallas Mavericks,Age,2014,30.6
4135,Dallas Mavericks,W,2014,49
4136,Dallas Mavericks,L,2014,33
4137,Dallas Mavericks,PW,2014,48
4138,Dallas Mavericks,PL,2014,34
4139,Dallas Mavericks,MOV,2014,2.4
4140,Dallas Mavericks,SOS,2014,0.5
4141,Dallas Mavericks,SRS,2014,2.91
4142,Dallas Mavericks,ORtg,2014,111.2
4143,Dallas Mavericks,DRtg,2014,108.7
4144,Dallas Mavericks,Pace,2014,93.5
4145,Dallas Mavericks,FTr,2014,0.253
4146,Dallas Mavericks,3PAr,2014,0.274
4147,Dallas Mavericks,TS%,2014,0.564
4148,Dallas Mavericks,eFG%,2014,0.526
4149,Dallas Mavericks,TOV%,2014,12.7
4150,Dallas Mavericks,ORB%,2014,24.6
4151,Dallas Mavericks,FT/FGA,2014,0.201
4152,Dallas Mavericks,eFG%,2014,0.515
4153,Dallas Mavericks,TOV%,2014,14.8
4154,Dallas Mavericks,DRB%,2014,72.7
4155,Dallas Mavericks,FT/FGA,2014,0.229
4156,Dallas Mavericks,Arena,2014,American Airlines Center
4157,Dallas Mavericks,Attendance,2014,817982
4158,Dallas Mavericks,Primary Color,2014,#1061AC
4159,Dallas Mavericks,Secondary Color,2014,#C4CED4
4160,Phoenix Suns,Rk,2014,10
4161,Phoenix Suns,Division,2014,West
4162,Phoenix Suns,Conference,2014,Pacific
4163,Phoenix Suns,League Win Ratio,2014,0.585
4164,Phoenix Suns,League Rank,2014,11
4165,Phoenix Suns,Final Rank,2014,17
4166,Phoenix Suns,Age,2014,26.2
4167,Phoenix Suns,W,2014,48
4168,Phoenix Suns,L,2014,34
4169,Phoenix Suns,PW,2014,48
4170,Phoenix Suns,PL,2014,34
4171,Phoenix Suns,MOV,2014,2.63
4172,Phoenix Suns,SOS,2014,0.39
4173,Phoenix Suns,SRS,2014,3.02
4174,Phoenix Suns,ORtg,2014,109.5
4175,Phoenix Suns,DRtg,2014,106.7
4176,Phoenix Suns,Pace,2014,95.8
4177,Phoenix Suns,FTr,2014,0.293
4178,Phoenix Suns,3PAr,2014,0.3
4179,Phoenix Suns,TS%,2014,0.558
4180,Phoenix Suns,eFG%,2014,0.519
4181,Phoenix Suns,TOV%,2014,14
4182,Phoenix Suns,ORB%,2014,26.4
4183,Phoenix Suns,FT/FGA,2014,0.222
4184,Phoenix Suns,eFG%,2014,0.496
4185,Phoenix Suns,TOV%,2014,13.9
4186,Phoenix Suns,DRB%,2014,73.7
4187,Phoenix Suns,FT/FGA,2014,0.237
4188,Phoenix Suns,Arena,2014,US Airways Center
4189,Phoenix Suns,Attendance,2014,650739
4190,Phoenix Suns,Primary Color,2014,#27235C
4191,Phoenix Suns,Secondary Color,2014,#FAA120
4192,Chicago Bulls,Rk,2014,14
4193,Chicago Bulls,Division,2014,East
4194,Chicago Bulls,Conference,2014,Central
4195,Chicago Bulls,League Win Ratio,2014,0.585
4196,Chicago Bulls,League Rank,2014,12
4197,Chicago Bulls,Final Rank,2014,14
4198,Chicago Bulls,Age,2014,28.6
4199,Chicago Bulls,W,2014,48
4200,Chicago Bulls,L,2014,34
4201,Chicago Bulls,PW,2014,47
4202,Chicago Bulls,PL,2014,35
4203,Chicago Bulls,MOV,2014,1.85
4204,Chicago Bulls,SOS,2014,-0.66
4205,Chicago Bulls,SRS,2014,1.2
4206,Chicago Bulls,ORtg,2014,102.5
4207,Chicago Bulls,DRtg,2014,100.5
4208,Chicago Bulls,Pace,2014,90.2
4209,Chicago Bulls,FTr,2014,0.29
4210,Chicago Bulls,3PAr,2014,0.222
4211,Chicago Bulls,TS%,2014,0.518
4212,Chicago Bulls,eFG%,2014,0.471
4213,Chicago Bulls,TOV%,2014,14.2
4214,Chicago Bulls,ORB%,2014,27.2
4215,Chicago Bulls,FT/FGA,2014,0.226
4216,Chicago Bulls,eFG%,2014,0.471
4217,Chicago Bulls,TOV%,2014,13.7
4218,Chicago Bulls,DRB%,2014,75.4
4219,Chicago Bulls,FT/FGA,2014,0.189
4220,Chicago Bulls,Arena,2014,United Center
4221,Chicago Bulls,Attendance,2014,890370
4222,Chicago Bulls,Primary Color,2014,#BC032B
4223,Chicago Bulls,Secondary Color,2014,#000000
4224,Toronto Raptors,Rk,2014,12
4225,Toronto Raptors,Division,2014,East
4226,Toronto Raptors,Conference,2014,Atlantic
4227,Toronto Raptors,League Win Ratio,2014,0.585
4228,Toronto Raptors,League Rank,2014,13
4229,Toronto Raptors,Final Rank,2014,13
4230,Toronto Raptors,Age,2014,25.6
4231,Toronto Raptors,W,2014,48
4232,Toronto Raptors,L,2014,34
4233,Toronto Raptors,PW,2014,50
4234,Toronto Raptors,PL,2014,32
4235,Toronto Raptors,MOV,2014,3.24
4236,Toronto Raptors,SOS,2014,-0.69
4237,Toronto Raptors,SRS,2014,2.55
4238,Toronto Raptors,ORtg,2014,108.8
4239,Toronto Raptors,DRtg,2014,105.3
4240,Toronto Raptors,Pace,2014,91.8
4241,Toronto Raptors,FTr,2014,0.306
4242,Toronto Raptors,3PAr,2014,0.285
4243,Toronto Raptors,TS%,2014,0.545
4244,Toronto Raptors,eFG%,2014,0.498
4245,Toronto Raptors,TOV%,2014,13.2
4246,Toronto Raptors,ORB%,2014,27.2
4247,Toronto Raptors,FT/FGA,2014,0.239
4248,Toronto Raptors,eFG%,2014,0.493
4249,Toronto Raptors,TOV%,2014,14.1
4250,Toronto Raptors,DRB%,2014,74.9
4251,Toronto Raptors,FT/FGA,2014,0.237
4252,Toronto Raptors,Arena,2014,Air Canada Centre
4253,Toronto Raptors,Attendance,2014,748339
4254,Toronto Raptors,Primary Color,2014,#BE0F34
4255,Toronto Raptors,Secondary Color,2014,#A8A9AB
4256,Brooklyn Nets,Rk,2014,20
4257,Brooklyn Nets,Division,2014,East
4258,Brooklyn Nets,Conference,2014,Atlantic
4259,Brooklyn Nets,League Win Ratio,2014,0.537
4260,Brooklyn Nets,League Rank,2014,14
4261,Brooklyn Nets,Final Rank,2014,8
4262,Brooklyn Nets,Age,2014,30
4263,Brooklyn Nets,W,2014,44
4264,Brooklyn Nets,L,2014,38
4265,Brooklyn Nets,PW,2014,38
4266,Brooklyn Nets,PL,2014,44
4267,Brooklyn Nets,MOV,2014,-1
4268,Brooklyn Nets,SOS,2014,-0.58
4269,Brooklyn Nets,SRS,2014,-1.58
4270,Brooklyn Nets,ORtg,2014,106.7
4271,Brooklyn Nets,DRtg,2014,107.7
4272,Brooklyn Nets,Pace,2014,91.4
4273,Brooklyn Nets,FTr,2014,0.313
4274,Brooklyn Nets,3PAr,2014,0.301
4275,Brooklyn Nets,TS%,2014,0.555
4276,Brooklyn Nets,eFG%,2014,0.514
4277,Brooklyn Nets,TOV%,2014,14.1
4278,Brooklyn Nets,ORB%,2014,21.7
4279,Brooklyn Nets,FT/FGA,2014,0.236
4280,Brooklyn Nets,eFG%,2014,0.509
4281,Brooklyn Nets,TOV%,2014,14.9
4282,Brooklyn Nets,DRB%,2014,72.3
4283,Brooklyn Nets,FT/FGA,2014,0.236
4284,Brooklyn Nets,Arena,2014,Barclays Center
4285,Brooklyn Nets,Attendance,2014,707331
4286,Brooklyn Nets,Primary Color,2014,#008853
4287,Brooklyn Nets,Secondary Color,2014,#BC9A5C
4288,Washington Wizards,Rk,2014,15
4289,Washington Wizards,Division,2014,East
4290,Washington Wizards,Conference,2014,Southeast
4291,Washington Wizards,League Win Ratio,2014,0.537
4292,Washington Wizards,League Rank,2014,15
4293,Washington Wizards,Final Rank,2014,7
4294,Washington Wizards,Age,2014,26.3
4295,Washington Wizards,W,2014,44
4296,Washington Wizards,L,2014,38
4297,Washington Wizards,PW,2014,45
4298,Washington Wizards,PL,2014,37
4299,Washington Wizards,MOV,2014,1.27
4300,Washington Wizards,SOS,2014,-0.79
4301,Washington Wizards,SRS,2014,0.48
4302,Washington Wizards,ORtg,2014,106
4303,Washington Wizards,DRtg,2014,104.6
4304,Washington Wizards,Pace,2014,93.2
4305,Washington Wizards,FTr,2014,0.248
4306,Washington Wizards,3PAr,2014,0.246
4307,Washington Wizards,TS%,2014,0.538
4308,Washington Wizards,eFG%,2014,0.506
4309,Washington Wizards,TOV%,2014,13.6
4310,Washington Wizards,ORB%,2014,25.2
4311,Washington Wizards,FT/FGA,2014,0.181
4312,Washington Wizards,eFG%,2014,0.504
4313,Washington Wizards,TOV%,2014,15
4314,Washington Wizards,DRB%,2014,75.7
4315,Washington Wizards,FT/FGA,2014,0.22
4316,Washington Wizards,Arena,2014,Verizon Center
4317,Washington Wizards,Attendance,2014,698068
4318,Washington Wizards,Primary Color,2014,#E51837
4319,Washington Wizards,Secondary Color,2014,#002A5C
4320,Charlotte Bobcats,Rk,2014,17
4321,Charlotte Bobcats,Division,2014,East
4322,Charlotte Bobcats,Conference,2014,Southeast
4323,Charlotte Bobcats,League Win Ratio,2014,0.524
4324,Charlotte Bobcats,League Rank,2014,16
4325,Charlotte Bobcats,Final Rank,2014,15
4326,Charlotte Bobcats,Age,2014,25.5
4327,Charlotte Bobcats,W,2014,43
4328,Charlotte Bobcats,L,2014,39
4329,Charlotte Bobcats,PW,2014,40
4330,Charlotte Bobcats,PL,2014,42
4331,Charlotte Bobcats,MOV,2014,-0.22
4332,Charlotte Bobcats,SOS,2014,-0.67
4333,Charlotte Bobcats,SRS,2014,-0.89
4334,Charlotte Bobcats,ORtg,2014,103.6
4335,Charlotte Bobcats,DRtg,2014,103.8
4336,Charlotte Bobcats,Pace,2014,92.4
4337,Charlotte Bobcats,FTr,2014,0.297
4338,Charlotte Bobcats,3PAr,2014,0.219
4339,Charlotte Bobcats,TS%,2014,0.522
4340,Charlotte Bobcats,eFG%,2014,0.481
4341,Charlotte Bobcats,TOV%,2014,11.7
4342,Charlotte Bobcats,ORB%,2014,21.9
4343,Charlotte Bobcats,FT/FGA,2014,0.219
4344,Charlotte Bobcats,eFG%,2014,0.491
4345,Charlotte Bobcats,TOV%,2014,12.6
4346,Charlotte Bobcats,DRB%,2014,77.6
4347,Charlotte Bobcats,FT/FGA,2014,0.183
4348,Charlotte Bobcats,Arena,2014,Time Warner Cable Arena
4349,Charlotte Bobcats,Attendance,2014,636268
4350,Charlotte Bobcats,Primary Color,2014,#1D8CAB
4351,Charlotte Bobcats,Secondary Color,2014,#1D0C65
4352,Minnesota Timberwolves,Rk,2014,9
4353,Minnesota Timberwolves,Division,2014,West
4354,Minnesota Timberwolves,Conference,2014,Northwest
4355,Minnesota Timberwolves,League Win Ratio,2014,0.488
4356,Minnesota Timberwolves,League Rank,2014,17
4357,Minnesota Timberwolves,Final Rank,2014,18
4358,Minnesota Timberwolves,Age,2014,26.3
4359,Minnesota Timberwolves,W,2014,40
4360,Minnesota Timberwolves,L,2014,42
4361,Minnesota Timberwolves,PW,2014,48
4362,Minnesota Timberwolves,PL,2014,34
4363,Minnesota Timberwolves,MOV,2014,2.67
4364,Minnesota Timberwolves,SOS,2014,0.43
4365,Minnesota Timberwolves,SRS,2014,3.1
4366,Minnesota Timberwolves,ORtg,2014,108.9
4367,Minnesota Timberwolves,DRtg,2014,106.2
4368,Minnesota Timberwolves,Pace,2014,97.3
4369,Minnesota Timberwolves,FTr,2014,0.321
4370,Minnesota Timberwolves,3PAr,2014,0.245
4371,Minnesota Timberwolves,TS%,2014,0.535
4372,Minnesota Timberwolves,eFG%,2014,0.486
4373,Minnesota Timberwolves,TOV%,2014,12.2
4374,Minnesota Timberwolves,ORB%,2014,27.4
4375,Minnesota Timberwolves,FT/FGA,2014,0.249
4376,Minnesota Timberwolves,eFG%,2014,0.518
4377,Minnesota Timberwolves,TOV%,2014,14.8
4378,Minnesota Timberwolves,DRB%,2014,74.4
4379,Minnesota Timberwolves,FT/FGA,2014,0.177
4380,Minnesota Timberwolves,Arena,2014,Target Center
4381,Minnesota Timberwolves,Attendance,2014,597157
4382,Minnesota Timberwolves,Primary Color,2014,#005183
4383,Minnesota Timberwolves,Secondary Color,2014,#0EA94E
4384,Atlanta Hawks,Rk,2014,16
4385,Atlanta Hawks,Division,2014,East
4386,Atlanta Hawks,Conference,2014,Southeast
4387,Atlanta Hawks,League Win Ratio,2014,0.463
4388,Atlanta Hawks,League Rank,2014,18
4389,Atlanta Hawks,Final Rank,2014,16
4390,Atlanta Hawks,Age,2014,27.5
4391,Atlanta Hawks,W,2014,38
4392,Atlanta Hawks,L,2014,44
4393,Atlanta Hawks,PW,2014,40
4394,Atlanta Hawks,PL,2014,42
4395,Atlanta Hawks,MOV,2014,-0.48
4396,Atlanta Hawks,SOS,2014,-0.4
4397,Atlanta Hawks,SRS,2014,-0.88
4398,Atlanta Hawks,ORtg,2014,105.9
4399,Atlanta Hawks,DRtg,2014,106.4
4400,Atlanta Hawks,Pace,2014,94.6
4401,Atlanta Hawks,FTr,2014,0.266
4402,Atlanta Hawks,3PAr,2014,0.316
4403,Atlanta Hawks,TS%,2014,0.554
4404,Atlanta Hawks,eFG%,2014,0.515
4405,Atlanta Hawks,TOV%,2014,14.3
4406,Atlanta Hawks,ORB%,2014,21
4407,Atlanta Hawks,FT/FGA,2014,0.208
4408,Atlanta Hawks,eFG%,2014,0.51
4409,Atlanta Hawks,TOV%,2014,14
4410,Atlanta Hawks,DRB%,2014,74.4
4411,Atlanta Hawks,FT/FGA,2014,0.196
4412,Atlanta Hawks,Arena,2014,Philips Arena
4413,Atlanta Hawks,Attendance,2014,587927
4414,Atlanta Hawks,Primary Color,2014,#CC092F
4415,Atlanta Hawks,Secondary Color,2014,#FFFFFF
4416,New York Knicks,Rk,2014,19
4417,New York Knicks,Division,2014,East
4418,New York Knicks,Conference,2014,Atlantic
4419,New York Knicks,League Win Ratio,2014,0.451
4420,New York Knicks,League Rank,2014,19
4421,New York Knicks,Final Rank,2014,19
4422,New York Knicks,Age,2014,28.3
4423,New York Knicks,W,2014,37
4424,New York Knicks,L,2014,45
4425,New York Knicks,PW,2014,39
4426,New York Knicks,PL,2014,43
4427,New York Knicks,MOV,2014,-0.79
4428,New York Knicks,SOS,2014,-0.61
4429,New York Knicks,SRS,2014,-1.4
4430,New York Knicks,ORtg,2014,108.3
4431,New York Knicks,DRtg,2014,109.1
4432,New York Knicks,Pace,2014,90.3
4433,New York Knicks,FTr,2014,0.248
4434,New York Knicks,3PAr,2014,0.302
4435,New York Knicks,TS%,2014,0.541
4436,New York Knicks,eFG%,2014,0.505
4437,New York Knicks,TOV%,2014,12.5
4438,New York Knicks,ORB%,2014,25.1
4439,New York Knicks,FT/FGA,2014,0.189
4440,New York Knicks,eFG%,2014,0.514
4441,New York Knicks,TOV%,2014,14
4442,New York Knicks,DRB%,2014,74.3
4443,New York Knicks,FT/FGA,2014,0.245
4444,New York Knicks,Arena,2014,Madison Square Garden (IV)
4445,New York Knicks,Attendance,2014,812292
4446,New York Knicks,Primary Color,2014,#F48328
4447,New York Knicks,Secondary Color,2014,#046AB4
4448,Denver Nuggets,Rk,2014,18
4449,Denver Nuggets,Division,2014,West
4450,Denver Nuggets,Conference,2014,Northwest
4451,Denver Nuggets,League Win Ratio,2014,0.439
4452,Denver Nuggets,League Rank,2014,20
4453,Denver Nuggets,Final Rank,2014,20
4454,Denver Nuggets,Age,2014,26
4455,Denver Nuggets,W,2014,36
4456,Denver Nuggets,L,2014,46
4457,Denver Nuggets,PW,2014,35
4458,Denver Nuggets,PL,2014,47
4459,Denver Nuggets,MOV,2014,-2.15
4460,Denver Nuggets,SOS,2014,0.75
4461,Denver Nuggets,SRS,2014,-1.4
4462,Denver Nuggets,ORtg,2014,106
4463,Denver Nuggets,DRtg,2014,108.2
4464,Denver Nuggets,Pace,2014,98.1
4465,Denver Nuggets,FTr,2014,0.306
4466,Denver Nuggets,3PAr,2014,0.278
4467,Denver Nuggets,TS%,2014,0.536
4468,Denver Nuggets,eFG%,2014,0.497
4469,Denver Nuggets,TOV%,2014,14
4470,Denver Nuggets,ORB%,2014,27.5
4471,Denver Nuggets,FT/FGA,2014,0.222
4472,Denver Nuggets,eFG%,2014,0.5
4473,Denver Nuggets,TOV%,2014,12.8
4474,Denver Nuggets,DRB%,2014,74.5
4475,Denver Nuggets,FT/FGA,2014,0.233
4476,Denver Nuggets,Arena,2014,Pepsi Center
